CONTROL;SHIPMONTH;WEIGHT;WGTADJ;REGION;SECTIONS;STATUS;PRICE;SQFT;BEDROOMS;TITLED;LOCATION;FOUNDATION;SECURED;JSTATUS;JPRICE;JSQFT;JBEDROOM;JTITLE;JLOCATION;JFOUNDATION;JSECURED
19010256;201901;25,8857;1,0251;3;2;2;96000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19010257;201901;25,8857;1,0251;3;2;2;103000;1600;3;2;3;3;1;I;I;I;I;I;I;I;I
19010258;201901;25,8857;1,0251;3;2;2;100000;1900;3;3;3;3;1;R;R;R;R;R;R;R;R
19010259;201901;25,8857;1,0251;3;2;2;91000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19010260;201901;25,8857;1,0251;3;2;2;103000;1600;3;2;3;2;1;R;I;R;R;R;R;R;R
19010261;201901;6,5545;1,0251;2;2;2;79000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19010262;201901;9,6316;1,0251;4;2;2;157000;1300;1;1;3;1;9;R;R;R;R;R;R;R;R
19010263;201901;9,6316;1,0251;4;2;2;99000;1400;1;2;1;1;9;R;I;I;I;I;R;I;R
19010264;201901;9,6316;1,0251;4;2;2;151000;1400;1;1;3;1;9;R;R;R;R;R;R;R;R
19010265;201901;9,6316;1,0251;4;2;2;82000;1100;3;1;3;1;9;R;R;R;R;R;R;R;R
19010266;201901;9,6316;1,0251;4;2;2;88000;1000;3;2;3;1;9;I;I;I;I;I;I;I;I
19010267;201901;9,6316;1,0251;4;2;2;80000;1300;3;2;3;1;9;R;R;R;R;R;R;R;R
19010268;201901;9,6316;1,0251;4;2;2;114000;1300;1;1;3;1;9;R;R;R;R;R;R;R;R
19010269;201901;9,6316;1,0251;4;2;2;80000;1700;3;2;1;1;9;R;R;R;R;R;R;R;R
19010270;201901;9,6316;1,0251;4;2;2;110000;1600;3;2;1;1;9;R;R;R;R;R;R;R;R
19010271;201901;9,6316;1,0251;4;2;2;226000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19010272;201901;6,4211;1,0251;5;3;2;199000;2400;3;2;1;1;9;R;R;R;R;R;R;R;R
19010273;201901;9,6316;1,0251;4;2;2;226000;1800;3;2;3;1;9;R;R;R;R;R;R;R;R
19010274;201901;6,4211;1,0251;5;3;2;183000;1800;3;1;1;1;9;R;R;R;R;R;R;R;R
19010275;201901;25,8857;1,0251;3;2;2;112000;1400;3;1;3;1;9;R;R;R;R;R;R;R;R
19010276;201901;25,8857;1,0251;3;2;2;134000;1600;3;1;3;1;9;R;R;R;R;R;R;R;R
19010277;201901;9,6316;1,0251;4;2;2;103000;1600;3;1;1;1;9;I;I;I;I;I;I;I;I
19010278;201901;25,8857;1,0251;3;2;2;164000;2200;3;2;3;1;9;R;R;R;R;R;R;R;R
19010279;201901;25,8857;1,0251;3;2;2;106000;1700;3;1;3;1;9;I;I;I;I;I;I;I;I
19010280;201901;6,5545;1,0251;2;2;2;83000;1300;3;2;3;1;9;R;R;R;R;I;R;R;R
19010281;201901;25,8857;1,0251;3;2;2;127000;2500;3;2;3;1;9;I;I;I;I;I;I;I;I
19010282;201901;9,6316;1,0251;4;2;2;106000;1700;3;2;1;1;9;I;I;I;I;I;I;I;I
19010283;201901;9,6316;1,0251;4;2;2;140000;2500;3;2;1;1;9;R;R;R;R;R;R;R;R
19010284;201901;9,6316;1,0251;4;2;2;108000;2100;3;3;1;1;9;R;R;R;R;R;R;R;R
19010285;201901;25,8857;1,0251;4;2;2;105000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19010286;201901;5,2417;1,0251;1;2;2;97000;1300;3;2;1;1;9;R;R;R;R;R;R;R;R
19010287;201901;5,2417;1,0251;1;2;2;73000;1800;3;3;3;1;9;R;R;R;R;R;R;R;R
19010288;201901;25,8857;1,0251;3;2;2;115000;2300;3;2;1;1;9;R;R;R;R;R;R;R;R
19010289;201901;25,8857;1,0251;3;2;2;116000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19010290;201901;25,8857;1,0251;3;2;2;66000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19010291;201901;9,6316;1,0251;4;2;2;100000;1500;3;2;3;1;9;I;I;I;I;I;I;I;I
19010292;201901;9,6316;1,0251;4;2;2;93000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19010293;201901;9,6316;1,0251;4;2;2;72000;1500;3;1;1;1;9;R;R;R;R;R;R;R;R
19010294;201901;9,6316;1,0251;4;2;2;80000;1600;3;3;1;1;9;R;R;R;R;R;R;R;R
19010295;201901;9,6316;1,0251;4;2;2;142000;1900;3;2;3;1;9;R;R;R;R;R;R;R;R
19010296;201901;5,2417;1,0251;1;2;2;256000;1700;1;2;1;1;9;R;R;R;R;R;R;R;R
19010297;201901;5,2417;1,0251;1;2;2;80000;1100;1;2;1;1;9;R;R;R;R;R;R;R;R
19010298;201901;5,2417;1,0251;1;2;2;106000;1700;3;1;1;1;9;R;I;I;I;I;I;I;R
19010299;201901;5,2417;1,0251;1;2;2;74000;1300;1;1;3;1;9;R;R;R;R;R;R;R;R
19010300;201901;25,8857;1,0251;3;2;2;97000;1300;3;2;3;1;9;R;I;R;R;R;I;I;R
19010301;201901;25,8857;1,0251;3;2;2;106000;1700;3;2;3;1;9;I;I;I;I;I;I;I;I
19010302;201901;25,8857;1,0251;3;2;2;137000;1500;3;1;3;1;9;R;R;R;R;R;R;R;R
19010303;201901;25,8857;1,0251;3;2;2;164000;2000;3;2;3;1;9;R;R;R;R;R;R;R;R
19010304;201901;25,8857;1,0251;3;2;2;104000;1900;3;1;3;1;9;R;R;R;R;R;R;R;R
19010305;201901;25,8857;1,0251;3;2;2;103000;1600;3;1;3;1;9;I;I;I;I;I;I;I;I
19010306;201901;25,8857;1,0251;3;2;2;103000;1600;3;2;3;1;9;I;I;I;I;I;I;I;I
19010307;201901;5,2417;1,0251;3;2;2;95000;1600;3;1;1;1;9;R;R;R;R;R;R;R;R
19010308;201901;9,6316;1,0251;4;2;1;98000;1400;1;9;9;9;9;I;I;I;I;9;9;9;9
19010309;201901;9,6316;1,0251;4;2;1;83000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010310;201901;9,6316;1,0251;4;2;1;86000;1400;1;9;9;9;9;R;R;R;R;9;9;9;9
19010311;201901;9,6316;1,0251;4;2;1;120000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010312;201901;9,6316;1,0251;4;2;1;107000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010313;201901;9,6316;1,0251;4;2;1;94000;1200;1;9;9;9;9;R;R;R;R;9;9;9;9
19010314;201901;9,6316;1,0251;4;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010315;201901;9,6316;1,0251;4;2;1;117000;2100;3;9;9;9;9;I;I;I;I;9;9;9;9
19010316;201901;25,8857;1,0251;3;2;1;97000;1400;3;9;9;9;9;R;I;I;I;9;9;9;9
19010317;201901;25,8857;1,0251;3;2;1;129000;2500;3;9;9;9;9;I;I;I;I;9;9;9;9
19010318;201901;25,8857;1,0251;3;2;1;113000;1900;3;9;9;9;9;I;I;I;I;9;9;9;9
19010319;201901;25,8857;1,0251;3;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010320;201901;25,8857;1,0251;3;2;1;98000;1400;3;9;9;9;9;R;R;R;R;9;9;9;9
19010321;201901;25,8857;1,0251;3;2;1;92000;1100;1;9;9;9;9;R;R;R;R;9;9;9;9
19010322;201901;25,8857;1,0251;3;2;1;67000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010323;201901;25,8857;1,0251;3;2;1;85000;2000;3;9;9;9;9;R;R;R;R;9;9;9;9
19010324;201901;25,8857;1,0251;3;2;1;89000;1100;3;9;9;9;9;R;I;R;R;9;9;9;9
19010325;201901;25,8857;1,0251;3;2;1;90000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19010326;201901;6,4211;1,0251;5;3;1;131000;2600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010327;201901;9,6316;1,0251;4;2;1;93000;1200;1;9;9;9;9;I;I;I;I;9;9;9;9
19010328;201901;9,6316;1,0251;4;2;1;91000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010329;201901;6,5545;1,0251;2;2;1;54000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010330;201901;25,8857;1,0251;3;2;1;65000;1100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010331;201901;5,2417;1,0251;1;2;1;100000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19010332;201901;5,2417;1,0251;1;2;1;90000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010333;201901;5,2417;1,0251;1;2;1;80000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010334;201901;6,5545;1,0251;2;2;1;97000;1300;3;9;9;9;9;R;I;R;R;9;9;9;9
19010335;201901;6,5545;1,0251;2;2;1;111000;1800;3;9;9;9;9;I;I;I;I;9;9;9;9
19010336;201901;6,5545;1,0251;2;2;1;100000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19010337;201901;6,5545;1,0251;2;2;1;162000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010338;201901;9,6316;1,0251;4;2;1;176000;1800;3;9;9;9;9;R;R;R;R;9;9;9;9
19010339;201901;25,8857;1,0251;3;2;1;76000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010340;201901;25,8857;1,0251;3;2;1;127000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010341;201901;25,8857;1,0251;3;2;1;80000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010342;201901;6,5545;1,0251;2;2;1;87000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010343;201901;5,2417;1,0251;1;2;1;115000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010344;201901;25,8857;1,0251;3;2;1;164000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010345;201901;25,8857;1,0251;3;2;1;117000;2000;3;9;9;9;9;R;I;R;R;9;9;9;9
19010346;201901;25,8857;1,0251;3;2;1;64000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010347;201901;25,8857;1,0251;3;2;1;122000;2200;3;9;9;9;9;I;I;I;I;9;9;9;9
19010348;201901;25,8857;1,0251;3;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19010349;201901;25,8857;1,0251;3;2;1;118000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010350;201901;25,8857;1,0251;3;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010351;201901;6,5545;1,0251;2;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19010352;201901;6,5545;1,0251;2;2;1;100000;1500;3;9;9;9;9;R;I;I;I;9;9;9;9
19010353;201901;6,5545;1,0251;2;2;1;97000;1300;3;9;9;9;9;R;I;I;I;9;9;9;9
19010354;201901;25,8857;1,0251;3;2;1;95000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010355;201901;25,8857;1,0251;3;2;1;77000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010356;201901;25,8857;1,0251;3;2;1;52000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010357;201901;25,8857;1,0251;3;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19010358;201901;6,5545;1,0251;2;2;1;97000;1300;3;9;9;9;9;I;I;I;I;9;9;9;9
19010359;201901;25,8857;1,0251;3;2;1;99000;1400;3;9;9;9;9;I;I;I;I;9;9;9;9
19010360;201901;25,8857;1,0251;3;2;1;124000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010361;201901;6,5545;1,0251;2;2;1;87000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010362;201901;25,8857;1,0251;3;2;1;75000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010363;201901;25,8857;1,0251;3;2;1;89000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010364;201901;5,2417;1,0251;1;2;1;119000;2000;3;9;9;9;9;R;I;R;R;9;9;9;9
19010365;201901;9,6316;1,0251;4;2;1;154000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010366;201901;25,8857;1,0251;3;2;1;96000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010367;201901;25,8857;1,0251;3;2;1;94000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010368;201901;9,6316;1,0251;4;2;1;156000;1000;3;9;9;9;9;R;R;R;R;9;9;9;9
19010369;201901;25,8857;1,0251;3;2;1;85000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010370;201901;9,6316;1,0251;4;2;1;158000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010371;201901;9,6316;1,0251;4;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010372;201901;9,6316;1,0251;4;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19010373;201901;6,5545;1,0251;2;2;1;113000;1900;3;9;9;9;9;I;I;I;I;9;9;9;9
19010374;201901;6,5545;1,0251;2;2;1;85000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19010375;201901;6,5545;1,0251;2;2;1;106000;1700;3;9;9;9;9;R;I;R;R;9;9;9;9
19010376;201901;5,2417;1,0251;1;2;1;106000;1700;3;9;9;9;9;R;I;R;R;9;9;9;9
19010377;201901;5,2417;1,0251;1;2;1;68000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010378;201901;9,6316;1,0251;4;2;1;119000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010379;201901;6,5545;1,0251;2;2;1;93000;1200;3;9;9;9;9;R;I;R;R;9;9;9;9
19010380;201901;6,5545;1,0251;2;2;1;90000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010381;201901;6,5545;1,0251;2;2;1;92000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010382;201901;25,8857;1,0251;3;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010383;201901;25,8857;1,0251;3;2;1;79000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010384;201901;25,8857;1,0251;3;2;1;111000;1900;3;9;9;9;9;I;I;I;I;9;9;9;9
19010385;201901;9,6316;1,0251;4;2;1;83000;1400;3;9;9;9;9;R;R;R;R;9;9;9;9
19010386;201901;6,5545;1,0251;2;2;1;64000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010387;201901;25,8857;1,0251;3;2;1;120000;2500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010388;201901;5,2417;1,0251;1;2;1;55000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010389;201901;5,2417;1,0251;1;2;1;83000;1200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010390;201901;5,2417;1,0251;1;2;1;97000;1300;3;9;9;9;9;R;I;R;R;9;9;9;9
19010391;201901;6,5545;1,0251;2;2;1;102000;1500;3;9;9;9;9;I;I;I;I;9;9;9;9
19010392;201901;6,5545;1,0251;2;2;1;119000;2100;3;9;9;9;9;I;I;I;I;9;9;9;9
19010393;201901;5,2417;1,0251;1;2;1;97000;1300;1;9;9;9;9;I;I;I;I;9;9;9;9
19010394;201901;9,6316;1,0251;4;2;1;97000;1400;1;9;9;9;9;I;I;I;I;9;9;9;9
19010395;201901;9,6316;1,0251;4;2;1;91000;1100;1;9;9;9;9;I;I;I;I;9;9;9;9
19010396;201901;6,5545;1,0251;2;2;1;110000;1800;3;9;9;9;9;I;I;I;I;9;9;9;9
19010397;201901;25,8857;1,0251;3;2;1;103000;1600;3;9;9;9;9;R;I;R;R;9;9;9;9
19010398;201901;5,2417;1,0251;1;2;1;106000;1700;1;9;9;9;9;I;I;I;I;9;9;9;9
19010399;201901;5,2417;1,0251;1;2;1;67000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010400;201901;5,2417;1,0251;1;2;1;55000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010401;201901;5,2417;1,0251;1;2;1;55000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010402;201901;6,5545;1,0251;2;2;1;130000;1800;3;9;9;9;9;R;R;R;R;9;9;9;9
19010403;201901;6,5545;1,0251;2;2;1;111000;1900;3;9;9;9;9;R;R;R;R;9;9;9;9
19010404;201901;6,5545;1,0251;2;2;1;103000;1600;3;9;9;9;9;R;I;I;I;9;9;9;9
19010405;201901;6,5545;1,0251;2;2;1;90000;1200;1;9;9;9;9;R;R;R;R;9;9;9;9
19010406;201901;5,2417;1,0251;1;2;1;55000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010407;201901;5,2417;1,0251;1;2;1;55000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010408;201901;5,2417;1,0251;1;2;1;70000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010409;201901;5,2417;1,0251;1;2;1;106000;1700;3;9;9;9;9;I;I;I;I;9;9;9;9
19010410;201901;5,2417;1,0251;1;2;1;83000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010411;201901;5,2417;1,0251;1;2;1;97000;1400;3;9;9;9;9;I;I;I;I;9;9;9;9
19010412;201901;6,5545;1,0251;2;2;1;88000;1600;3;9;9;9;9;R;R;R;R;9;9;9;9
19010413;201901;6,5545;1,0251;2;2;1;123000;2100;3;9;9;9;9;R;R;R;R;9;9;9;9
19010414;201901;25,8857;1,0251;3;2;1;120000;2200;3;9;9;9;9;I;I;I;I;9;9;9;9
19010415;201901;25,8857;1,0251;3;2;1;93000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010416;201901;25,8857;1,0251;3;2;1;120000;2200;3;9;9;9;9;R;I;R;R;9;9;9;9
19010417;201901;6,5545;1,0251;2;2;1;103000;1600;3;9;9;9;9;I;I;I;I;9;9;9;9
19010418;201901;25,8857;1,0251;3;2;1;85000;1700;3;9;9;9;9;R;R;R;R;9;9;9;9
19010419;201901;6,5545;1,0251;2;2;1;103000;1600;1;9;9;9;9;I;I;I;I;9;9;9;9
19010420;201901;25,8857;1,0251;3;2;1;52000;1300;3;9;9;9;9;R;R;R;R;9;9;9;9
19010421;201901;25,8857;1,0251;3;2;1;138000;2200;3;9;9;9;9;R;R;R;R;9;9;9;9
19010422;201901;6,5545;1,0251;2;2;1;96000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010423;201901;6,5545;1,0251;2;2;1;113000;1500;3;9;9;9;9;R;R;R;R;9;9;9;9
19010424;201901;5,2417;1,0251;1;2;1;256000;1400;1;9;9;9;9;R;R;R;R;9;9;9;9
19010425;201901;5,2417;1,0251;1;2;1;179000;1600;1;9;9;9;9;R;R;R;R;9;9;9;9
19010426;201901;25,8857;1,0251;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19010427;201901;6,5545;1,0251;5;2;3;9;9;9;9;9;9;9;I;9;9;9;9;9;9;9
19010428;201901;9,6316;1,0251;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19010429;201901;6,5545;1,0251;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19010430;201901;6,5545;1,0251;5;2;3;9;9;9;9;9;9;9;R;9;9;9;9;9;9;9
19020001;201902;48,3214;1,139;3;1;2;74000;1400;3;1;3;3;1;R;R;R;R;R;R;R;R
19020002;201902;18,6421;1,139;4;1;2;36900;560;1;2;1;3;1;R;R;R;R;R;R;R;R
19020003;201902;18,6421;1,139;4;1;2;49300;980;3;1;3;2;1;I;I;I;I;I;I;I;I
19020004;201902;18,6421;1,139;4;1;2;49300;980;3;1;3;3;1;I;I;I;I;I;I;I;I
19020005;201902;18,6421;1,139;4;1;2;28400;440;1;2;1;2;1;R;R;R;R;I;R;R;R
19020006;201902;18,6421;1,139;4;1;2;28400;440;1;2;3;1;9;R;I;I;I;I;I;I;I
19020007;201902;8,8;1,139;1;1;2;60000;1200;3;2;3;3;1;R;R;R;R;R;R;R;R
19020008;201902;8,8;1,139;1;1;2;52000;590;1;2;1;3;1;R;R;R;R;R;R;R;R
19020009;201902;8,8;1,139;1;1;2;49900;1100;1;2;3;2;1;R;R;R;R;R;R;R;R
19020010;201902;48,3214;1,139;3;1;2;42500;840;1;2;3;3;1;I;I;I;I;I;I;I;I
19020011;201902;48,3214;1,139;3;1;2;49000;780;1;2;3;3;1;R;R;R;R;R;R;R;R
19020012;201902;48,3214;1,139;3;1;2;49300;980;3;3;1;2;1;R;I;I;I;I;R;I;I
19020013;201902;48,3214;1,139;3;1;2;51000;1000;1;2;3;3;1;I;I;I;I;I;I;I;I
19020014;201902;13,8273;1,139;2;1;2;32100;780;1;3;1;3;1;R;R;R;R;R;R;R;R
19020015;201902;13,8273;1,139;2;1;2;9;1100;3;2;1;3;1;R;9;I;I;I;R;I;I
19020016;201902;13,8273;1,139;2;1;2;9;1200;3;2;1;3;1;R;9;I;I;I;R;I;I
19020017;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;R;I;I;I;I;I;I;I
19020018;201902;13,8273;1,139;2;1;2;49800;1200;3;1;1;3;1;R;R;R;R;R;R;R;R
19020019;201902;13,8273;1,139;2;1;2;49700;1200;3;1;1;3;1;R;R;R;R;R;R;R;R
19020020;201902;13,8273;1,139;2;1;2;49800;1200;3;1;1;3;1;R;R;R;R;R;R;R;R
19020021;201902;13,8273;1,139;2;1;2;56000;1200;3;2;1;2;1;R;R;R;R;R;R;R;R
19020022;201902;13,8273;1,139;2;1;2;9;1300;3;2;1;3;1;R;9;R;R;R;R;R;R
19020023;201902;13,8273;1,139;2;1;2;40000;670;1;3;1;3;1;R;R;R;R;R;R;R;R
19020024;201902;13,8273;1,139;2;1;2;58000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020025;201902;13,8273;1,139;2;1;2;32100;670;1;2;1;3;1;I;I;I;I;I;I;I;I
19020026;201902;13,8273;1,139;2;1;2;61000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020027;201902;48,3214;1,139;3;1;2;54000;1300;3;2;1;3;1;R;R;R;R;R;R;R;R
19020028;201902;48,3214;1,139;3;1;2;37600;920;3;2;3;2;1;R;R;R;R;R;R;R;R
19020029;201902;13,8273;1,139;2;1;2;53000;1100;3;3;1;3;1;R;I;I;I;I;R;I;I
19020030;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;R;I;I;I;I;R;I;I
19020031;201902;13,8273;1,139;2;1;2;39800;780;1;2;1;3;1;R;I;I;I;I;R;I;I
19020032;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;2;1;I;I;I;I;I;I;I;I
19020033;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19020034;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19020035;201902;13,8273;1,139;2;1;2;61000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020036;201902;13,8273;1,139;2;1;2;61000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020037;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19020038;201902;13,8273;1,139;2;1;2;50000;1100;3;3;1;3;1;R;R;R;R;R;R;R;R
19020039;201902;13,8273;1,139;2;1;2;61000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020040;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19020041;201902;13,8273;1,139;2;1;2;57000;1100;3;2;1;3;1;R;I;I;I;I;R;I;I
19020042;201902;13,8273;1,139;2;1;2;9;1200;3;2;1;3;1;R;9;R;R;R;R;R;R
19020043;201902;13,8273;1,139;2;1;2;60000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19020044;201902;13,8273;1,139;2;1;2;9;960;1;2;1;3;1;R;9;R;R;R;R;R;R
19020045;201902;13,8273;1,139;2;1;2;64000;1300;3;2;3;3;1;R;I;R;R;R;R;R;R
19020046;201902;13,8273;1,139;2;1;2;64000;1300;3;2;3;3;1;R;I;R;R;R;R;R;R
19020047;201902;18,6421;1,139;4;1;2;49300;980;3;2;1;2;1;I;I;I;I;I;I;I;I
19020048;201902;8,8;1,139;1;1;2;56000;980;3;2;1;2;1;R;R;R;R;R;R;R;R
19020049;201902;8,8;1,139;1;1;2;47400;840;1;2;3;3;1;R;R;R;R;R;R;R;R
19020050;201902;48,3214;1,139;3;1;2;58000;1100;1;2;1;2;1;R;R;R;R;R;R;R;R
19020051;201902;13,8273;1,139;2;1;2;58000;1200;3;2;1;2;1;R;I;R;R;R;R;R;R
19020052;201902;48,3214;1,139;3;1;2;60000;1100;3;2;3;3;1;R;R;R;R;R;R;R;R
19020053;201902;8,8;1,139;1;1;2;9;980;3;2;1;3;1;R;9;I;I;I;R;I;I
19020054;201902;8,8;1,139;1;1;2;57000;1100;1;2;1;2;1;R;R;R;R;R;R;R;R
19020055;201902;8,8;1,139;1;1;2;50000;670;1;2;1;2;1;R;R;R;R;R;R;R;R
19020056;201902;8,8;1,139;1;1;2;64000;1200;3;2;1;3;1;I;I;I;I;I;I;I;I
19020057;201902;48,3214;1,139;3;1;2;39800;780;1;2;3;3;1;I;I;I;I;I;I;I;I
19020058;201902;48,3214;1,139;3;1;2;42000;780;1;2;3;3;1;R;R;R;R;R;R;R;R
19020059;201902;48,3214;1,139;3;1;2;66000;1400;3;2;1;3;1;R;I;I;I;I;R;I;I
19020060;201902;48,3214;1,139;3;1;2;46600;920;1;2;3;3;1;R;I;R;R;I;R;R;R
19020061;201902;48,3214;1,139;3;1;2;53000;1200;3;2;3;2;1;R;R;R;R;R;R;R;R
19020062;201902;48,3214;1,139;3;1;2;42500;840;1;2;3;3;1;I;I;I;I;I;I;I;I
19020063;201902;48,3214;1,139;3;1;2;61000;1200;3;2;3;3;1;I;I;I;I;I;I;I;I
19020064;201902;48,3214;1,139;3;1;2;46600;920;3;2;3;3;1;R;I;I;I;I;I;I;I
19020065;201902;48,3214;1,139;3;1;2;61000;1200;3;2;3;3;1;I;I;I;I;I;I;I;I
19020066;201902;13,8273;1,139;2;1;2;9;1200;3;2;1;3;1;R;9;R;R;R;R;R;R
19020067;201902;18,6421;1,139;4;1;2;49300;980;3;3;3;1;9;I;I;I;I;I;I;I;I
19020068;201902;18,6421;1,139;4;1;2;49300;980;3;2;1;1;9;R;I;I;I;I;R;I;R
19020069;201902;8,8;1,139;1;1;2;61000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19020070;201902;48,3214;1,139;3;1;2;61000;1200;3;3;1;1;9;R;I;I;I;I;R;I;R
19020071;201902;48,3214;1,139;3;1;2;39800;780;1;2;3;1;9;I;I;I;I;I;I;I;I
19020072;201902;13,8273;1,139;2;1;2;57000;1100;3;3;1;1;9;I;I;I;I;I;I;I;I
19020073;201902;18,6421;1,139;2;1;2;53000;1100;3;2;1;1;9;R;I;R;R;I;I;I;R
19020074;201902;8,8;1,139;1;1;2;58000;1200;3;2;3;1;9;I;I;I;I;I;I;I;I
19020075;201902;8,8;1,139;1;1;2;39800;780;1;2;1;1;9;R;I;I;I;I;R;I;R
19020076;201902;48,3214;1,139;3;1;2;55000;1100;1;2;1;1;9;R;I;I;I;I;R;I;R
19020077;201902;48,3214;1,139;3;1;2;51000;1000;1;3;3;1;9;I;I;I;I;I;I;I;I
19020078;201902;13,8273;1,139;2;1;2;61000;1200;3;1;1;1;9;I;I;I;I;I;I;I;I
19020079;201902;13,8273;1,139;2;1;2;53000;1100;3;1;1;1;9;I;I;I;I;I;I;I;I
